No,No1,No2,No3,No4,No5,No6
1930,18,21,23,30,44,45
1931,18,21,24,26,31,34
1932,18,22,23,32,34,42
1933,18,22,24,30,33,43
1934,18,22,27,32,33,34
1935,18,22,27,32,40,44
1936,18,22,31,40,41,44
1937,18,22,32,37,40,41
1938,18,23,27,33,41,42
1939,18,23,27,35,37,39
1940,18,24,25,28,30,34
1941,18,24,25,29,40,44
1942,18,24,31,33,40,41
1943,18,28,30,31,36,45
1944,18,28,31,40,41,42
1945,18,28,32,36,40,44
1946,18,28,33,34,36,44
1947,19,20,21,31,38,43
1948,19,20,22,39,42,43
1949,19,20,24,31,33,41
1950,19,20,24,32,37,39
1951,19,20,24,38,39,44
1952,19,22,27,30,31,39
1953,19,22,28,29,37,45
1954,19,24,27,29,41,43
1955,19,26,31,37,39,45
1956,19,27,29,32,34,36
1957,19,27,35,38,43,44
1958,19,32,36,38,41,43
1959,20,22,24,27,28,34
1960,20,22,26,29,30,39
1961,20,22,32,39,40,45
1962,20,22,38,40,42,43
1963,20,23,24,31,39,43
1964,20,23,26,33,35,41
1965,20,23,30,34,35,42
1966,20,26,27,36,39,40
1967,20,26,30,31,35,43
1968,20,27,31,33,41,44
1969,20,27,34,37,40,42
1970,21,23,25,30,35,42
1971,21,23,25,35,41,42
1972,21,25,26,27,31,34
1973,21,25,26,36,39,40
1974,21,26,27,35,37,42
1975,21,26,33,37,44,45
1976,21,37,38,40,44,45
1977,22,23,25,27,29,42
1978,22,23,34,35,42,43
1979,22,24,27,31,33,37
1980,22,25,26,31,32,40
1981,22,26,28,35,41,45
1982,22,26,33,40,42,43
1983,22,27,28,34,37,44
1984,22,28,36,37,40,45
1985,23,26,27,31,37,38
1986,23,26,27,32,33,34
1987,23,26,29,39,42,43
1988,23,26,30,37,41,42
1989,23,26,33,39,40,43
1990,23,27,34,36,38,45
1991,23,31,34,35,41,43
1992,24,25,31,32,36,40
1993,24,29,33,41,42,44
1994,25,26,28,29,35,38
1995,25,33,34,37,43,45
1996,26,27,35,40,41,43
1997,26,31,34,39,44,45
1998,27,28,33,35,43,44
1999,28,30,31,32,34,41
2000,33,34,39,41,42,43
