No,Group,No1,No2,No3,No4,No5,No6
1702,5,1,9,6,0,4,9
1703,5,2,0,3,4,6,9
1704,5,2,0,6,7,2,9
1705,5,2,0,8,5,3,7
1706,5,2,0,9,7,6,0
1707,5,2,1,3,5,0,0
1708,5,2,1,4,4,7,6
1709,5,2,1,5,0,1,9
1710,5,2,1,5,9,0,0
1711,5,2,1,8,0,6,8
1712,5,2,1,9,7,3,7
1713,5,2,2,2,4,9,6
1714,5,2,2,3,4,0,4
1715,5,2,2,3,6,0,8
1716,5,2,2,5,9,9,0
1717,5,2,2,9,4,9,2
1718,5,2,3,3,9,8,5
1719,5,2,3,5,1,3,8
1720,5,2,4,0,4,7,6
1721,5,2,4,6,9,6,6
1722,5,2,5,4,4,3,3
1723,5,2,6,1,6,1,4
1724,5,2,6,6,8,2,1
1725,5,2,6,7,0,1,1
1726,5,2,6,9,7,7,8
1727,5,2,7,0,3,6,3
1728,5,2,7,1,9,9,1
1729,5,2,7,4,4,5,8
1730,5,2,7,7,0,7,3
1731,5,2,7,7,8,0,8
1732,5,2,7,9,6,1,5
1733,5,2,7,9,6,3,2
1734,5,2,8,2,0,4,9
1735,5,2,8,2,1,4,6
1736,5,2,8,3,3,2,0
1737,5,2,8,9,2,5,6
1738,5,2,9,1,9,2,9
1739,5,2,9,3,5,6,1
1740,5,2,9,6,6,0,9
1741,5,2,9,7,7,2,9
1742,5,3,0,2,7,2,7
1743,5,3,1,0,1,5,5
1744,5,3,1,0,4,8,6
1745,5,3,1,6,2,7,1
1746,5,3,2,0,6,9,2
1747,5,3,2,2,4,6,4
1748,5,3,2,3,8,0,0
1749,5,3,2,5,3,6,6
1750,5,3,2,5,4,2,9
1751,5,3,2,5,8,2,5
1752,5,3,4,1,7,5,5
1753,5,3,4,3,1,1,6
1754,5,3,5,4,5,0,7
1755,5,3,5,5,3,2,2
1756,5,3,5,6,6,1,4
1757,5,3,6,3,5,2,5
1758,5,3,6,8,7,9,1
1759,5,3,7,2,3,1,8
1760,5,3,7,2,9,1,0
1761,5,3,8,2,5,9,1
1762,5,3,8,7,1,3,9
1763,5,3,8,7,5,0,5
1764,5,3,9,3,8,7,4
1765,5,3,9,6,5,8,3
1766,5,3,9,9,6,0,5
1767,5,4,0,0,6,0,5
1768,5,4,0,2,7,4,5
1769,5,4,1,4,8,2,3
1770,5,4,1,5,4,9,4
1771,5,4,1,7,7,3,9
1772,5,4,2,0,5,1,9
1773,5,4,2,2,3,8,5
1774,5,4,2,5,3,0,5
1775,5,4,2,6,8,4,7
1776,5,4,3,5,4,9,7
1777,5,4,3,6,5,3,1
1778,5,4,4,1,8,8,0
1779,5,4,4,2,6,0,7
1780,5,4,4,3,9,7,8
1781,5,4,4,4,3,5,8
1782,5,4,5,2,5,2,5
1783,5,4,5,3,0,0,2
1784,5,4,5,7,8,3,4
1785,5,4,5,8,6,3,5
1786,5,4,6,0,5,8,2
1787,5,4,6,2,0,1,8
1788,5,4,6,3,9,2,0
1789,5,4,6,4,8,5,4
1790,5,4,6,5,2,6,0
1791,5,4,7,1,3,7,3
1792,5,4,7,2,4,0,1
1793,5,4,7,3,9,7,4
1794,5,4,7,4,7,4,0
1795,5,4,7,7,8,9,1
1796,5,4,7,8,5,9,7
1797,5,4,8,1,5,2,1
1798,5,4,8,1,8,8,2
1799,5,4,8,3,9,6,0
1800,5,4,9,0,1,9,5
1801,5,4,9,2,0,1,0
1802,5,4,9,3,1,3,3
1803,5,4,9,6,3,3,4
1804,5,4,9,7,7,8,9
1805,5,4,9,8,9,1,1
1806,5,4,9,9,5,0,3
1807,5,5,0,4,0,1,2
1808,5,5,0,6,6,0,4
1809,5,5,0,8,8,0,3
1810,5,5,0,9,4,5,3
1811,5,5,1,1,5,4,6
1812,5,5,1,1,8,3,9
1813,5,5,1,4,0,5,3
1814,5,5,1,8,7,4,9
1815,5,5,2,2,1,6,0
1816,5,5,2,6,1,2,7
1817,5,5,2,9,7,9,0
1818,5,5,3,4,6,5,1
1819,5,5,3,5,5,5,2
1820,5,5,3,6,6,5,7
1821,5,5,3,8,1,0,5
1822,5,5,4,2,8,8,5
1823,5,5,4,3,8,0,5
1824,5,5,4,5,4,7,2
1825,5,5,4,9,0,2,4
1826,5,5,4,9,7,0,9
1827,5,5,5,5,3,6,7
1828,5,5,5,7,6,1,0
1829,5,5,6,0,0,0,9
1830,5,5,6,1,7,8,8
1831,5,5,6,8,7,5,7
1832,5,5,6,9,6,1,5
1833,5,5,7,4,5,7,8
1834,5,5,7,7,8,2,3
1835,5,5,7,8,6,6,8
1836,5,5,7,9,0,1,5
1837,5,5,8,4,8,1,7
1838,5,5,8,9,8,0,0
1839,5,5,9,4,2,1,4
1840,5,5,9,9,2,6,8
1841,5,5,9,9,4,8,6
1842,5,6,0,2,8,1,3
1843,5,6,0,4,3,5,3
1844,5,6,0,6,5,6,7
1845,5,6,0,9,6,2,9
1846,5,6,1,5,4,4,7
1847,5,6,2,3,5,0,6
1848,5,6,2,3,8,0,0
1849,5,6,2,5,7,1,8
1850,5,6,2,8,6,5,5
1851,5,6,3,0,4,3,9
1852,5,6,3,2,0,3,3
1853,5,6,3,2,0,7,4
1854,5,6,3,2,1,0,8
1855,5,6,3,3,8,9,2
1856,5,6,3,7,4,9,5
1857,5,6,3,9,6,4,3
1858,5,6,4,0,2,3,2
1859,5,6,4,1,0,7,9
1860,5,6,4,1,3,4,5
1861,5,6,4,5,0,3,3
1862,5,6,4,9,8,4,9
1863,5,6,5,0,9,0,3
1864,5,6,5,3,3,3,7
1865,5,6,5,6,3,2,7
1866,5,6,5,9,4,2,2
1867,5,6,6,6,7,3,6
1868,5,6,6,9,6,8,4
1869,5,6,7,3,5,7,7
1870,5,6,7,3,7,2,7
1871,5,6,7,8,9,5,7
1872,5,6,8,3,4,5,7
1873,5,6,8,3,8,6,6
1874,5,6,8,5,2,3,1
1875,5,6,8,5,6,0,1
1876,5,6,8,7,3,5,0
1877,5,6,8,9,5,8,4
1878,5,6,9,4,8,5,3
1879,5,6,9,5,2,1,2
1880,5,6,9,7,4,8,9
1881,5,6,9,9,7,6,2
1882,5,7,0,3,2,5,6
1883,5,7,0,4,6,4,5
1884,5,7,0,5,0,0,0
1885,5,7,0,7,1,4,0
1886,5,7,0,8,4,9,3
1887,5,7,1,0,0,7,6
1888,5,7,1,4,9,2,0
1889,5,7,1,6,6,3,2
1890,5,7,2,1,5,0,5
1891,5,7,2,2,7,1,5
1892,5,7,2,2,8,3,1
1893,5,7,2,9,0,3,9
1894,5,7,2,9,0,5,7
1895,5,7,3,3,5,4,2
1896,5,7,4,1,8,5,3
1897,5,7,4,4,8,9,5
1898,5,7,4,8,4,5,0
1899,5,7,5,1,9,0,7
1900,5,7,5,3,1,7,4
1901,5,7,5,6,0,3,4
1902,5,7,5,7,3,2,2
1903,5,7,5,9,9,9,6
1904,5,7,6,5,7,2,8
1905,5,7,6,6,2,3,9
1906,5,7,6,7,3,5,0
1907,5,7,6,9,3,1,0
1908,5,7,7,4,1,1,5
1909,5,7,7,6,7,7,3
1910,5,7,8,0,3,5,4
1911,5,7,8,0,8,5,6
1912,5,7,8,5,5,3,4
1913,5,7,8,5,9,6,4
1914,5,7,8,8,3,2,8
1915,5,7,8,8,5,2,9
1916,5,7,8,9,0,2,6
1917,5,7,9,0,0,6,7
1918,5,7,9,0,5,6,0
1919,5,7,9,1,7,4,7
1920,5,7,9,5,9,5,2
1921,5,7,9,6,9,1,0
1922,5,8,0,3,0,8,7
1923,5,8,0,3,9,9,0
1924,5,8,0,4,1,1,4
1925,5,8,0,5,3,9,4
1926,5,8,0,5,9,7,6
1927,5,8,0,6,0,7,3
1928,5,8,0,7,7,4,5
1929,5,8,0,9,5,2,6
1930,5,8,1,5,5,7,1
1931,5,8,1,5,7,7,9
1932,5,8,1,6,5,1,0
1933,5,8,1,8,1,3,2
1934,5,8,1,9,4,9,0
1935,5,8,3,0,3,4,8
1936,5,8,3,1,2,3,7
1937,5,8,3,3,0,5,5
1938,5,8,4,0,1,0,1
1939,5,8,4,2,1,0,3
1940,5,8,4,5,3,4,0
1941,5,8,4,5,7,3,4
1942,5,8,4,6,9,9,9
1943,5,8,4,9,8,2,4
1944,5,8,5,0,0,3,5
1945,5,8,5,0,2,6,2
1946,5,8,5,1,3,5,5
1947,5,8,5,2,4,3,4
1948,5,8,5,7,5,0,0
1949,5,8,5,9,7,7,2
1950,5,8,6,2,5,9,5
1951,5,8,6,5,9,9,1
1952,5,8,7,2,4,8,5
1953,5,8,7,2,5,2,1
1954,5,8,7,6,7,9,0
1955,5,8,7,7,5,9,3
1956,5,8,8,6,7,4,0
1957,5,8,8,7,0,1,7
1958,5,8,8,8,9,5,1
1959,5,8,9,5,5,4,5
1960,5,8,9,7,5,4,6
1961,5,8,9,9,3,2,0
1962,5,8,9,9,4,0,7
1963,5,9,0,2,2,4,8
1964,5,9,0,3,2,0,5
1965,5,9,0,5,4,2,6
1966,5,9,0,5,6,2,4
1967,5,9,0,8,0,2,5
1968,5,9,0,8,4,8,1
1969,5,9,1,0,0,9,9
1970,5,9,1,9,7,8,4
1971,5,9,2,0,2,9,3
1972,5,9,2,1,1,4,4
1973,5,9,2,1,7,0,0
1974,5,9,2,3,8,3,3
1975,5,9,2,5,5,4,3
1976,5,9,2,5,9,9,3
1977,5,9,2,6,6,2,5
1978,5,9,2,7,2,9,9
1979,5,9,3,0,9,1,9
1980,5,9,3,2,3,6,7
1981,5,9,3,2,8,0,8
1982,5,9,3,5,4,0,5
1983,5,9,3,8,3,0,3
1984,5,9,4,3,2,9,7
1985,5,9,4,4,4,5,1
1986,5,9,4,8,7,7,0
1987,5,9,5,5,4,6,7
1988,5,9,5,7,5,1,0
1989,5,9,5,8,8,2,7
1990,5,9,6,2,7,6,9
1991,5,9,6,5,2,7,1
1992,5,9,6,6,2,1,7
1993,5,9,7,2,6,4,1
1994,5,9,7,6,3,7,9
1995,5,9,7,9,3,2,2
1996,5,9,8,1,3,3,9
1997,5,9,9,3,0,8,3
1998,5,9,9,4,8,9,0
1999,5,9,9,7,0,7,1
2000,5,9,9,9,7,7,8
