No,Group,No1,No2,No3,No4,No5,No6
1702,5,3,1,9,3,4,1
1703,5,3,2,3,8,0,2
1704,5,3,2,4,5,3,5
1705,5,3,2,4,8,5,6
1706,5,3,2,5,0,7,5
1707,5,3,2,5,9,3,5
1708,5,3,2,8,8,0,4
1709,5,3,3,1,1,0,4
1710,5,3,3,1,6,1,7
1711,5,3,3,2,2,9,1
1712,5,3,3,2,7,7,4
1713,5,3,3,4,6,9,8
1714,5,3,3,5,5,4,5
1715,5,3,3,7,6,8,8
1716,5,3,4,2,2,2,7
1717,5,3,4,5,2,3,9
1718,5,3,5,1,2,5,9
1719,5,3,5,3,2,5,4
1720,5,3,5,3,6,7,1
1721,5,3,5,3,7,2,9
1722,5,3,5,3,8,8,8
1723,5,3,5,6,4,6,4
1724,5,3,5,9,1,5,4
1725,5,3,6,5,6,9,2
1726,5,3,6,8,6,2,2
1727,5,3,7,3,2,0,6
1728,5,3,7,3,2,6,6
1729,5,3,8,5,9,2,0
1730,5,3,8,6,8,4,8
1731,5,3,8,8,5,9,5
1732,5,3,8,9,5,1,2
1733,5,3,9,0,7,5,3
1734,5,3,9,2,1,6,6
1735,5,3,9,4,5,1,8
1736,5,3,9,7,6,0,6
1737,5,4,0,1,6,0,6
1738,5,4,0,2,0,4,9
1739,5,4,0,8,7,5,1
1740,5,4,1,0,0,9,2
1741,5,4,1,4,9,1,3
1742,5,4,1,5,6,4,6
1743,5,4,1,7,1,5,1
1744,5,4,1,8,4,3,3
1745,5,4,1,9,0,9,7
1746,5,4,2,1,3,6,6
1747,5,4,2,2,2,5,2
1748,5,4,2,3,8,3,6
1749,5,4,2,9,8,4,2
1750,5,4,3,0,1,8,7
1751,5,4,3,0,6,5,0
1752,5,4,3,7,0,6,9
1753,5,4,3,9,2,0,0
1754,5,4,4,0,2,3,3
1755,5,4,4,0,8,1,0
1756,5,4,4,4,3,0,0
1757,5,4,4,6,8,1,4
1758,5,4,4,6,9,4,7
1759,5,4,4,9,7,9,6
1760,5,4,5,0,2,0,3
1761,5,4,5,1,7,6,9
1762,5,4,5,4,4,6,8
1763,5,4,5,5,7,5,7
1764,5,4,5,6,6,9,0
1765,5,4,5,7,1,1,9
1766,5,4,6,5,4,8,6
1767,5,4,6,5,5,2,4
1768,5,4,7,0,9,0,8
1769,5,4,7,2,4,3,2
1770,5,4,7,2,8,9,2
1771,5,4,7,2,9,7,8
1772,5,4,7,6,1,6,0
1773,5,4,7,6,2,2,2
1774,5,4,7,7,4,8,0
1775,5,4,7,9,7,9,7
1776,5,4,7,9,9,0,2
1777,5,4,8,0,1,9,8
1778,5,4,8,5,8,2,4
1779,5,4,8,9,2,3,6
1780,5,4,9,0,3,2,6
1781,5,4,9,1,3,5,0
1782,5,4,9,4,1,2,6
1783,5,4,9,4,6,2,3
1784,5,4,9,5,8,2,3
1785,5,5,0,0,2,5,7
1786,5,5,0,4,4,3,2
1787,5,5,0,6,3,8,1
1788,5,5,0,6,5,2,0
1789,5,5,0,8,4,3,8
1790,5,5,1,5,0,1,3
1791,5,5,1,7,7,1,8
1792,5,5,1,7,7,4,6
1793,5,5,2,4,4,3,9
1794,5,5,3,0,7,6,0
1795,5,5,3,3,3,4,4
1796,5,5,3,3,7,1,0
1797,5,5,3,5,9,5,2
1798,5,5,3,8,1,5,9
1799,5,5,3,9,4,5,7
1800,5,5,4,1,8,7,4
1801,5,5,5,0,4,2,7
1802,5,5,5,3,1,7,8
1803,5,5,5,4,4,6,8
1804,5,5,5,5,6,8,5
1805,5,5,5,8,7,8,6
1806,5,5,6,0,7,2,6
1807,5,5,6,2,2,3,7
1808,5,5,6,2,8,7,6
1809,5,5,6,4,9,8,3
1810,5,5,6,5,2,4,7
1811,5,5,7,1,0,6,3
1812,5,5,7,4,2,7,0
1813,5,5,7,5,7,1,2
1814,5,5,7,6,6,7,7
1815,5,5,7,7,8,4,6
1816,5,5,7,8,4,3,8
1817,5,5,8,1,0,9,3
1818,5,5,8,1,1,9,6
1819,5,5,8,2,4,4,7
1820,5,5,8,8,2,1,3
1821,5,5,9,2,0,7,4
1822,5,5,9,5,4,8,0
1823,5,5,9,6,6,4,5
1824,5,5,9,9,0,8,3
1825,5,6,0,0,7,1,9
1826,5,6,0,1,0,1,6
1827,5,6,0,2,6,6,3
1828,5,6,0,5,0,1,7
1829,5,6,0,5,0,3,2
1830,5,6,1,1,5,4,7
1831,5,6,1,3,7,1,6
1832,5,6,1,4,3,3,2
1833,5,6,1,7,8,1,4
1834,5,6,1,8,7,7,9
1835,5,6,1,9,4,2,4
1836,5,6,2,3,1,5,2
1837,5,6,2,7,8,5,9
1838,5,6,2,8,1,9,6
1839,5,6,2,8,2,6,1
1840,5,6,3,3,3,1,8
1841,5,6,3,3,5,4,4
1842,5,6,3,6,0,5,7
1843,5,6,3,6,2,4,2
1844,5,6,3,6,3,8,6
1845,5,6,3,6,5,4,0
1846,5,6,3,6,7,8,7
1847,5,6,3,7,3,9,5
1848,5,6,3,8,3,3,7
1849,5,6,3,9,9,8,5
1850,5,6,4,2,7,0,3
1851,5,6,4,5,9,2,1
1852,5,6,4,6,7,7,1
1853,5,6,5,0,7,9,9
1854,5,6,5,7,6,8,7
1855,5,6,5,8,5,8,4
1856,5,6,6,6,3,0,0
1857,5,6,6,7,0,3,7
1858,5,6,6,8,9,8,8
1859,5,6,6,9,8,8,7
1860,5,6,7,0,9,7,8
1861,5,6,7,8,8,9,8
1862,5,6,9,1,2,1,7
1863,5,6,9,2,6,5,2
1864,5,6,9,2,7,3,3
1865,5,6,9,4,2,5,0
1866,5,6,9,6,4,9,8
1867,5,6,9,7,5,3,4
1868,5,7,0,1,3,8,7
1869,5,7,0,1,8,2,0
1870,5,7,0,3,1,3,1
1871,5,7,0,7,2,4,1
1872,5,7,0,7,5,3,9
1873,5,7,0,7,8,3,3
1874,5,7,0,8,9,6,8
1875,5,7,1,1,8,2,0
1876,5,7,1,3,1,3,6
1877,5,7,1,3,2,0,6
1878,5,7,1,3,6,9,5
1879,5,7,1,4,2,7,6
1880,5,7,1,6,3,6,4
1881,5,7,1,9,1,0,5
1882,5,7,2,6,6,4,1
1883,5,7,2,9,5,9,7
1884,5,7,3,2,4,0,5
1885,5,7,3,2,4,2,7
1886,5,7,3,3,1,6,3
1887,5,7,4,0,7,1,2
1888,5,7,4,3,8,5,7
1889,5,7,4,4,6,6,6
1890,5,7,4,7,2,6,6
1891,5,7,5,1,1,9,6
1892,5,7,5,4,1,6,3
1893,5,7,5,4,1,9,4
1894,5,7,5,6,4,8,9
1895,5,7,5,8,4,0,8
1896,5,7,5,9,0,0,6
1897,5,7,5,9,0,3,2
1898,5,7,5,9,0,7,4
1899,5,7,5,9,2,3,7
1900,5,7,6,0,1,4,4
1901,5,7,6,1,4,1,4
1902,5,7,6,5,6,5,5
1903,5,7,6,6,2,7,2
1904,5,7,6,6,7,2,5
1905,5,7,7,2,0,3,4
1906,5,7,7,2,1,9,0
1907,5,7,7,2,2,1,7
1908,5,7,7,2,4,2,0
1909,5,7,7,3,5,0,7
1910,5,7,7,3,7,5,0
1911,5,7,7,4,4,9,5
1912,5,7,7,9,2,6,2
1913,5,7,8,0,8,7,0
1914,5,7,8,1,0,7,5
1915,5,7,8,1,6,3,1
1916,5,7,8,3,9,6,3
1917,5,7,8,4,2,1,6
1918,5,7,9,1,5,6,9
1919,5,7,9,2,8,5,8
1920,5,7,9,3,9,6,7
1921,5,7,9,7,5,4,6
1922,5,8,0,4,2,0,1
1923,5,8,0,7,3,6,6
1924,5,8,0,8,4,7,2
1925,5,8,0,9,1,3,3
1926,5,8,1,0,4,0,9
1927,5,8,1,0,7,2,6
1928,5,8,1,1,3,2,5
1929,5,8,1,3,1,3,5
1930,5,8,1,6,7,7,3
1931,5,8,1,8,3,6,3
1932,5,8,1,9,8,9,4
1933,5,8,2,0,9,5,7
1934,5,8,2,3,7,9,8
1935,5,8,2,4,1,7,3
1936,5,8,2,9,6,4,2
1937,5,8,3,3,0,3,4
1938,5,8,3,3,1,9,6
1939,5,8,3,3,9,0,1
1940,5,8,3,9,2,1,7
1941,5,8,4,3,5,0,6
1942,5,8,4,7,8,9,0
1943,5,8,4,8,5,1,8
1944,5,8,5,7,9,5,9
1945,5,8,5,9,7,1,0
1946,5,8,6,1,9,3,5
1947,5,8,6,5,4,8,4
1948,5,8,6,7,2,8,1
1949,5,8,6,7,6,1,1
1950,5,8,6,8,3,6,0
1951,5,8,7,1,6,4,3
1952,5,8,7,5,3,7,4
1953,5,8,7,8,3,9,7
1954,5,8,8,0,2,5,9
1955,5,8,8,3,8,0,9
1956,5,8,8,9,9,9,2
1957,5,8,9,0,2,7,1
1958,5,8,9,4,9,7,0
1959,5,9,0,2,9,3,6
1960,5,9,0,3,9,8,9
1961,5,9,0,5,7,3,1
1962,5,9,1,1,1,0,1
1963,5,9,1,2,7,9,5
1964,5,9,1,2,7,9,9
1965,5,9,1,5,2,6,4
1966,5,9,2,0,7,0,0
1967,5,9,2,2,3,2,6
1968,5,9,2,2,5,3,3
1969,5,9,2,2,8,4,5
1970,5,9,2,2,8,5,7
1971,5,9,2,4,5,6,2
1972,5,9,2,5,0,2,2
1973,5,9,2,6,3,8,0
1974,5,9,2,7,7,1,1
1975,5,9,3,3,7,4,4
1976,5,9,3,4,4,4,5
1977,5,9,3,5,9,8,5
1978,5,9,3,8,0,1,7
1979,5,9,4,0,9,3,2
1980,5,9,4,2,1,9,5
1981,5,9,4,2,4,7,3
1982,5,9,4,7,4,2,6
1983,5,9,4,9,0,6,3
1984,5,9,5,2,0,6,3
1985,5,9,5,3,0,9,4
1986,5,9,5,3,4,8,4
1987,5,9,5,8,2,2,1
1988,5,9,6,5,6,5,5
1989,5,9,6,6,3,9,4
1990,5,9,6,7,9,4,1
1991,5,9,6,8,3,8,3
1992,5,9,6,8,6,2,0
1993,5,9,7,2,6,4,7
1994,5,9,7,4,1,6,7
1995,5,9,7,4,7,7,7
1996,5,9,8,9,3,4,9
1997,5,9,8,9,3,7,3
1998,5,9,9,0,0,0,7
1999,5,9,9,2,4,1,8
2000,5,9,9,3,0,9,9
