No,Group,No1,No2,No3,No4,No5,No6
1702,5,2,6,6,2,1,7
1703,5,2,6,7,4,4,8
1704,5,2,6,8,5,5,8
1705,5,2,7,0,7,9,6
1706,5,2,7,0,8,2,0
1707,5,2,7,6,4,0,9
1708,5,2,7,7,4,1,0
1709,5,2,8,6,0,3,0
1710,5,2,9,0,9,1,5
1711,5,2,9,2,8,0,0
1712,5,2,9,3,0,0,8
1713,5,2,9,3,2,2,3
1714,5,2,9,4,3,7,7
1715,5,3,0,0,0,2,7
1716,5,3,0,5,0,8,7
1717,5,3,0,5,9,4,4
1718,5,3,0,7,9,3,2
1719,5,3,1,7,2,4,8
1720,5,3,1,9,3,4,4
1721,5,3,2,4,1,6,0
1722,5,3,2,5,4,5,2
1723,5,3,2,5,6,9,8
1724,5,3,2,6,1,9,2
1725,5,3,3,3,2,1,3
1726,5,3,3,4,2,8,0
1727,5,3,3,4,4,5,4
1728,5,3,3,5,6,4,8
1729,5,3,3,7,4,7,6
1730,5,3,3,9,2,3,9
1731,5,3,4,0,3,9,1
1732,5,3,4,7,8,4,0
1733,5,3,5,0,1,2,9
1734,5,3,5,2,6,1,5
1735,5,3,5,2,8,6,3
1736,5,3,5,8,2,6,7
1737,5,3,5,8,3,0,2
1738,5,3,6,3,1,3,9
1739,5,3,6,6,6,9,1
1740,5,3,6,8,4,0,8
1741,5,3,6,9,8,0,8
1742,5,3,7,0,9,8,6
1743,5,3,7,1,5,6,3
1744,5,3,7,1,9,6,5
1745,5,3,7,3,3,2,5
1746,5,3,7,5,8,6,2
1747,5,3,7,7,4,2,5
1748,5,3,8,0,0,9,0
1749,5,3,8,3,4,9,9
1750,5,3,8,4,6,6,2
1751,5,3,8,7,7,9,0
1752,5,3,8,9,6,8,2
1753,5,3,9,1,6,4,9
1754,5,3,9,2,0,4,4
1755,5,3,9,2,8,8,1
1756,5,3,9,3,9,6,0
1757,5,3,9,4,2,7,4
1758,5,3,9,6,9,0,1
1759,5,4,0,3,3,7,8
1760,5,4,0,4,0,2,9
1761,5,4,1,0,3,4,6
1762,5,4,1,0,5,9,2
1763,5,4,1,0,7,3,9
1764,5,4,1,4,9,8,6
1765,5,4,2,3,3,2,8
1766,5,4,2,7,3,0,5
1767,5,4,3,3,3,8,0
1768,5,4,3,4,4,7,9
1769,5,4,3,5,7,8,0
1770,5,4,3,9,2,7,1
1771,5,4,4,0,5,4,3
1772,5,4,4,2,9,3,0
1773,5,4,4,5,1,4,1
1774,5,4,4,5,7,7,4
1775,5,4,5,2,1,7,5
1776,5,4,5,3,0,1,3
1777,5,4,5,3,1,0,1
1778,5,4,5,9,8,6,7
1779,5,4,6,4,7,8,0
1780,5,4,6,7,9,4,9
1781,5,4,6,7,9,7,6
1782,5,4,7,2,3,1,4
1783,5,4,7,2,9,7,2
1784,5,4,7,3,4,4,4
1785,5,4,7,6,9,0,9
1786,5,4,7,9,6,7,2
1787,5,4,8,6,8,5,5
1788,5,4,8,7,9,0,3
1789,5,4,8,7,9,4,0
1790,5,4,8,9,9,0,9
1791,5,4,9,0,5,0,0
1792,5,4,9,7,7,5,5
1793,5,4,9,8,3,5,0
1794,5,4,9,9,9,3,9
1795,5,5,0,1,7,5,7
1796,5,5,0,4,8,8,5
1797,5,5,0,5,5,2,2
1798,5,5,0,5,7,1,8
1799,5,5,0,8,3,5,7
1800,5,5,1,6,6,8,1
1801,5,5,1,9,4,6,1
1802,5,5,2,1,3,2,6
1803,5,5,2,3,4,9,7
1804,5,5,2,4,5,8,1
1805,5,5,2,5,5,8,2
1806,5,5,2,9,1,3,5
1807,5,5,3,2,6,6,3
1808,5,5,3,3,5,3,0
1809,5,5,3,9,3,0,9
1810,5,5,3,9,3,8,0
1811,5,5,3,9,8,6,4
1812,5,5,4,1,9,2,4
1813,5,5,4,9,5,3,9
1814,5,5,5,1,2,8,2
1815,5,5,5,2,0,3,7
1816,5,5,5,3,6,3,7
1817,5,5,5,8,2,7,0
1818,5,5,6,4,9,2,3
1819,5,5,6,6,7,3,8
1820,5,5,6,9,5,2,2
1821,5,5,7,0,9,4,2
1822,5,5,7,0,9,9,3
1823,5,5,7,1,7,1,2
1824,5,5,7,3,8,1,0
1825,5,5,8,1,6,1,3
1826,5,5,8,5,0,2,6
1827,5,5,8,9,9,4,2
1828,5,5,9,4,0,4,9
1829,5,5,9,7,2,9,6
1830,5,6,0,1,1,0,2
1831,5,6,0,2,5,2,3
1832,5,6,0,3,4,9,2
1833,5,6,0,3,7,6,2
1834,5,6,0,5,1,1,1
1835,5,6,0,5,1,5,2
1836,5,6,0,8,1,7,6
1837,5,6,1,3,4,2,9
1838,5,6,1,5,8,1,4
1839,5,6,1,5,8,3,4
1840,5,6,1,8,3,6,1
1841,5,6,1,9,1,4,2
1842,5,6,1,9,7,3,6
1843,5,6,2,4,2,5,3
1844,5,6,2,9,6,5,3
1845,5,6,3,5,5,0,3
1846,5,6,4,0,4,1,8
1847,5,6,4,4,6,4,7
1848,5,6,4,6,1,8,7
1849,5,6,4,8,3,9,0
1850,5,6,4,9,0,5,7
1851,5,6,4,9,7,6,7
1852,5,6,5,1,5,2,0
1853,5,6,5,2,7,6,9
1854,5,6,5,3,6,9,1
1855,5,6,5,3,8,2,9
1856,5,6,5,4,6,3,0
1857,5,6,5,4,7,0,0
1858,5,6,5,5,5,9,7
1859,5,6,5,7,7,9,7
1860,5,6,6,7,1,0,3
1861,5,6,6,7,7,2,8
1862,5,6,7,0,5,6,4
1863,5,6,7,1,9,3,8
1864,5,6,7,3,8,8,0
1865,5,6,7,4,5,8,1
1866,5,6,7,6,4,3,1
1867,5,6,8,0,3,6,9
1868,5,6,8,1,2,1,8
1869,5,6,8,3,3,4,6
1870,5,6,8,7,2,2,3
1871,5,6,8,8,8,3,2
1872,5,6,9,0,0,2,4
1873,5,7,0,2,2,0,4
1874,5,7,0,2,5,9,6
1875,5,7,0,3,4,0,4
1876,5,7,0,5,0,5,0
1877,5,7,0,7,0,0,0
1878,5,7,0,9,5,8,3
1879,5,7,0,9,5,9,8
1880,5,7,1,0,0,9,2
1881,5,7,1,0,9,6,4
1882,5,7,1,4,5,1,8
1883,5,7,2,1,9,2,3
1884,5,7,2,5,3,2,7
1885,5,7,2,6,6,9,1
1886,5,7,3,0,8,3,7
1887,5,7,3,7,4,6,4
1888,5,7,5,2,6,0,6
1889,5,7,5,5,6,3,8
1890,5,7,5,7,1,2,2
1891,5,7,6,0,6,0,5
1892,5,7,6,8,2,6,5
1893,5,7,6,8,6,0,3
1894,5,7,7,2,4,8,3
1895,5,7,8,1,1,0,7
1896,5,7,8,6,5,9,3
1897,5,7,9,0,0,7,6
1898,5,7,9,0,3,9,7
1899,5,7,9,2,4,7,0
1900,5,7,9,2,4,7,2
1901,5,7,9,7,7,1,0
1902,5,7,9,8,2,3,8
1903,5,8,0,6,5,5,3
1904,5,8,0,6,8,1,2
1905,5,8,1,0,8,6,1
1906,5,8,1,3,2,3,0
1907,5,8,1,7,1,0,3
1908,5,8,1,8,4,6,5
1909,5,8,2,0,1,3,9
1910,5,8,2,2,8,5,5
1911,5,8,2,4,2,1,6
1912,5,8,2,5,4,8,0
1913,5,8,2,7,2,4,7
1914,5,8,2,9,3,5,1
1915,5,8,3,5,0,0,0
1916,5,8,3,8,1,3,6
1917,5,8,4,2,5,7,9
1918,5,8,4,2,8,2,3
1919,5,8,4,3,4,4,1
1920,5,8,4,3,8,7,4
1921,5,8,4,8,9,4,8
1922,5,8,5,3,8,9,3
1923,5,8,5,4,9,2,7
1924,5,8,5,6,4,8,1
1925,5,8,5,7,0,2,5
1926,5,8,5,8,6,8,4
1927,5,8,6,9,2,2,0
1928,5,8,7,1,4,9,9
1929,5,8,7,3,0,9,0
1930,5,8,7,3,8,6,0
1931,5,8,7,6,8,9,2
1932,5,8,7,9,5,2,2
1933,5,8,8,0,4,2,9
1934,5,8,8,0,4,3,8
1935,5,8,8,1,3,5,5
1936,5,8,8,2,4,5,3
1937,5,8,8,2,9,9,9
1938,5,8,8,6,6,7,1
1939,5,8,8,8,1,8,5
1940,5,8,9,0,1,1,6
1941,5,8,9,1,9,1,1
1942,5,8,9,3,3,2,2
1943,5,8,9,3,6,4,8
1944,5,8,9,3,7,1,7
1945,5,8,9,5,0,0,5
1946,5,9,0,3,2,7,6
1947,5,9,0,3,9,3,5
1948,5,9,0,4,2,5,7
1949,5,9,0,6,3,7,1
1950,5,9,1,0,5,1,9
1951,5,9,1,2,1,0,2
1952,5,9,1,3,1,9,6
1953,5,9,1,3,8,9,5
1954,5,9,1,6,0,5,6
1955,5,9,1,7,0,0,8
1956,5,9,2,4,3,4,1
1957,5,9,2,5,2,7,6
1958,5,9,2,7,0,0,4
1959,5,9,2,9,2,7,3
1960,5,9,3,0,4,0,6
1961,5,9,3,1,7,2,1
1962,5,9,3,5,2,2,8
1963,5,9,3,5,4,1,2
1964,5,9,4,0,6,2,7
1965,5,9,4,1,2,9,9
1966,5,9,4,2,6,8,6
1967,5,9,4,2,7,6,8
1968,5,9,4,3,0,1,0
1969,5,9,4,5,6,2,7
1970,5,9,4,6,8,8,5
1971,5,9,5,2,0,9,8
1972,5,9,5,4,5,2,1
1973,5,9,5,5,7,0,4
1974,5,9,5,7,9,2,6
1975,5,9,5,8,1,9,1
1976,5,9,6,0,2,1,8
1977,5,9,6,0,5,2,5
1978,5,9,6,6,2,3,8
1979,5,9,6,6,7,1,0
1980,5,9,6,9,8,0,0
1981,5,9,7,0,0,9,1
1982,5,9,7,0,1,3,8
1983,5,9,7,0,7,3,2
1984,5,9,7,3,4,9,9
1985,5,9,7,3,8,0,6
1986,5,9,7,4,5,6,5
1987,5,9,7,6,3,6,5
1988,5,9,7,8,8,1,0
1989,5,9,7,9,7,0,1
1990,5,9,7,9,9,6,4
1991,5,9,8,0,0,8,2
1992,5,9,8,2,3,0,2
1993,5,9,8,4,7,5,5
1994,5,9,8,5,2,1,0
1995,5,9,8,6,8,9,7
1996,5,9,8,8,3,0,4
1997,5,9,9,1,2,1,4
1998,5,9,9,2,7,3,3
1999,5,9,9,5,7,4,2
2000,5,9,9,5,8,3,8
