No,No1,No2,No3,No4,No5,No6
1930,19,21,34,37,38,45
1931,19,22,26,34,38,44
1932,19,22,27,31,38,40
1933,19,23,24,28,30,31
1934,19,23,26,34,36,43
1935,19,24,31,34,36,44
1936,19,25,28,34,35,38
1937,19,26,27,37,39,43
1938,19,26,27,39,40,43
1939,19,26,30,37,39,43
1940,19,26,32,38,41,43
1941,19,29,36,38,43,44
1942,19,31,34,38,40,41
1943,20,21,22,35,44,45
1944,20,21,28,31,37,45
1945,20,21,28,36,39,45
1946,20,21,33,36,42,44
1947,20,22,24,30,34,39
1948,20,22,27,33,43,44
1949,20,22,31,32,40,45
1950,20,22,31,43,44,45
1951,20,22,32,35,38,40
1952,20,23,28,29,31,42
1953,20,23,29,32,38,45
1954,20,24,27,29,35,39
1955,20,24,37,39,43,44
1956,20,25,27,29,33,41
1957,20,25,33,39,41,43
1958,20,26,33,34,35,43
1959,20,27,28,31,40,44
1960,20,28,35,36,37,39
1961,20,29,30,34,36,37
1962,21,22,23,40,41,42
1963,21,22,24,28,38,41
1964,21,22,33,37,39,41
1965,21,23,34,41,44,45
1966,21,24,26,27,28,41
1967,21,24,27,30,36,38
1968,21,24,27,38,39,42
1969,21,24,31,34,39,44
1970,21,25,26,29,31,42
1971,22,24,25,28,39,44
1972,22,24,28,35,39,43
1973,22,24,29,30,38,41
1974,22,24,29,33,35,42
1975,22,25,26,34,37,44
1976,22,25,27,37,42,44
1977,22,27,28,31,32,44
1978,23,26,30,39,44,45
1979,24,25,26,39,42,43
1980,24,25,29,42,44,45
1981,24,26,28,32,40,41
1982,24,26,30,32,41,42
1983,24,27,29,32,34,40
1984,24,28,29,30,40,42
1985,24,28,30,38,40,43
1986,25,29,31,38,43,45
1987,25,32,33,37,39,45
1988,25,32,35,36,39,41
1989,26,28,30,31,34,38
1990,26,29,30,38,43,44
1991,26,32,33,34,39,44
1992,26,34,37,39,43,44
1993,26,36,39,40,42,44
1994,27,29,30,35,40,44
1995,27,32,33,35,38,45
1996,28,30,31,34,37,43
1997,28,32,33,38,39,40
1998,30,31,34,39,43,45
1999,31,32,34,37,38,44
2000,34,35,39,41,43,44
