No,No1,No2,No3,No4,No5,No6
1930,3,12,16,18,20,23
1931,4,12,20,28,29,42
1932,4,17,20,26,28,42
1933,3,20,21,26,30,38
1934,7,16,20,21,26,42
1935,2,10,20,24,27,44
1936,4,7,8,19,25,41
1937,10,20,24,34,37,43
1938,11,13,19,21,30,34
1939,4,23,36,38,41,45
1940,14,21,25,29,30,36
1941,8,11,18,21,29,36
1942,1,5,14,19,33,38
1943,4,17,20,23,36,39
1944,7,8,18,27,38,43
1945,1,3,17,35,36,44
1946,4,16,17,29,37,42
1947,2,9,12,18,21,36
1948,1,13,16,26,39,43
1949,17,20,22,23,37,42
1950,12,16,18,23,35,44
1951,2,8,16,17,35,40
1952,8,22,30,31,39,41
1953,4,7,9,15,16,33
1954,8,10,13,18,24,31
1955,15,20,31,34,39,43
1956,1,10,19,35,38,43
1957,9,30,31,37,38,44
1958,3,29,33,34,35,42
1959,10,14,15,18,27,29
1960,11,15,31,34,41,43
1961,10,16,17,33,35,45
1962,1,5,16,17,21,32
1963,9,21,24,29,33,41
1964,1,10,27,28,38,44
1965,8,9,20,30,38,40
1966,5,9,10,12,36,39
1967,6,11,17,21,23,24
1968,7,11,21,39,41,44
1969,8,9,23,25,40,44
1970,3,5,15,33,40,44
1971,21,24,35,37,38,45
1972,2,5,7,37,39,44
1973,14,20,22,29,34,39
1974,4,19,21,23,31,45
1975,11,18,34,38,42,45
1976,1,19,23,25,32,38
1977,1,2,16,23,31,39
1978,1,3,24,30,32,39
1979,9,12,15,16,24,42
1980,2,3,26,38,42,43
1981,2,5,10,25,33,43
1982,4,9,17,25,34,44
1983,12,20,21,33,34,39
1984,3,4,15,16,19,43
1985,3,7,16,26,27,45
1986,5,9,12,27,35,43
1987,4,8,28,38,43,45
1988,6,8,12,20,36,37
1989,5,7,11,33,38,42
1990,1,11,14,31,43,45
1991,4,14,20,24,29,35
1992,12,16,23,33,39,45
1993,11,21,22,23,41,43
1994,6,14,18,22,33,35
1995,8,12,27,28,31,32
1996,3,8,15,34,37,39
1997,9,18,21,32,35,39
1998,9,13,20,22,30,34
1999,1,7,13,14,18,23
2000,4,7,10,11,24,37
