No,No1,No2,No3,No4,No5,No6
1930,19,22,29,42,43,44
1931,19,23,25,26,39,45
1932,19,23,25,32,36,41
1933,19,23,26,29,41,44
1934,19,25,27,30,41,44
1935,19,25,30,37,41,42
1936,19,26,29,35,36,37
1937,19,26,31,33,38,42
1938,19,26,33,35,38,43
1939,19,26,37,41,42,45
1940,19,27,28,29,32,41
1941,19,27,28,33,41,42
1942,20,21,23,42,43,44
1943,20,21,25,38,39,44
1944,20,22,24,28,32,43
1945,20,22,27,39,42,44
1946,20,22,33,35,43,44
1947,20,25,29,31,35,42
1948,20,27,30,31,40,43
1949,20,29,33,36,37,44
1950,21,22,24,32,36,38
1951,21,24,25,28,29,45
1952,21,24,25,32,33,39
1953,21,24,26,31,32,39
1954,21,24,29,34,43,44
1955,21,24,32,42,44,45
1956,21,24,34,35,38,43
1957,21,25,26,30,33,40
1958,21,25,32,34,38,45
1959,21,26,35,36,38,43
1960,22,24,27,29,39,45
1961,22,24,29,30,32,33
1962,22,24,32,33,34,41
1963,22,25,31,38,44,45
1964,22,25,34,39,40,43
1965,22,26,29,35,36,42
1966,22,26,35,38,42,45
1967,22,27,28,29,33,44
1968,22,27,28,30,36,41
1969,22,31,37,40,42,45
1970,23,25,26,30,32,33
1971,23,25,29,30,34,42
1972,23,25,30,31,35,40
1973,23,27,32,38,41,43
1974,23,29,30,31,41,42
1975,23,31,32,35,39,41
1976,24,25,27,29,38,44
1977,24,25,28,30,37,39
1978,24,27,36,37,39,43
1979,24,28,30,33,34,36
1980,24,30,31,32,35,38
1981,24,30,31,36,39,43
1982,24,34,37,38,40,42
1983,25,26,28,29,30,32
1984,25,26,34,38,40,41
1985,25,27,29,39,40,43
1986,25,30,39,40,42,45
1987,25,31,33,34,36,42
1988,25,31,36,42,43,45
1989,25,34,35,38,39,40
1990,26,27,31,42,43,45
1991,26,27,36,41,42,43
1992,26,29,30,31,36,39
1993,26,29,31,32,35,40
1994,26,29,35,40,42,45
1995,27,31,33,34,35,39
1996,28,33,35,36,37,40
1997,28,34,35,36,38,42
1998,29,35,36,37,42,43
1999,31,33,35,38,40,42
2000,33,37,39,40,43,44
